SITE_ID,MEASUREMENT_CONCEPT_ID,MEASUREMENT_CONCEPT_NAME,MEASUREMENT_CONCEPT_CODE,MEASUREMENT_VOCABULARY_ID,MEASUREMENT_DOMAIN_ID,MEASUREMENT_STANDARD_CONCEPT,UNIT_CONCEPT_ID,UNIT_CONCEPT_NAME,UNIT_CONCEPT_CODE,UNIT_VOCABULARY_ID,UNIT_DOMAIN_ID,UNIT_STANDARD_CONCEPT,RECORD_COUNT,MEASUREMENT_RECORD_TOTAL,PCT_RECORD_WITHIN_MEASUREMENT,PERSON_COUNT,MEASUREMENT_PERSON_TOTAL,PCT_PERSON_WITHIN_MEASUREMENT,Date Unit Query Run
MSKCC,3017501,Neutrophils [#/volume] in Blood by Manual count,753-4,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,7,470197,0.0015,7,50443,0.0139,9/22/2025
DFCI,3017501,Neutrophils [#/volume] in Blood by Manual count,753-4,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,284924,289643,98.3708,43962,45349,96.9415,9/22/2025
JH,3017501,Neutrophils [#/volume] in Blood by Manual count,753-4,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,11,12,91.6667,11,12,91.6667,9/19/2025
MSKCC,3017501,Neutrophils [#/volume] in Blood by Manual count,753-4,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,470190,470197,99.9985,50443,50443,100,9/22/2025
DFCI,3017501,Neutrophils [#/volume] in Blood by Manual count,753-4,LOINC,Measurement,S,8961,thousand per cubic millimeter,10*3/mm3,UCUM,Unit,S,4718,289643,1.6289,1500,45349,3.3077,9/22/2025
DFCI,3017732,Neutrophils [#/volume] in Blood,26499-4,LOINC,Measurement,S,0,(NULL/0),,,,,95,3596725,0.0026,54,209316,0.0258,9/22/2025
DFCI,3017732,Neutrophils [#/volume] in Blood,26499-4,LOINC,Measurement,S,8784,cells per microliter,{cells}/uL,UCUM,Unit,S,7,3596725,0.0002,7,209316,0.0033,9/22/2025
DFCI,3017732,Neutrophils [#/volume] in Blood,26499-4,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,3572715,3596725,99.3324,208808,209316,99.7573,9/22/2025
MSKCC,3017732,Neutrophils [#/volume] in Blood,26499-4,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,421543,421543,100,61300,61300,100,9/22/2025
DFCI,3017732,Neutrophils [#/volume] in Blood,26499-4,LOINC,Measurement,S,8888,cells per cubic millimeter,{cells}/mm3,UCUM,Unit,S,5808,3596725,0.1615,1447,209316,0.6913,9/22/2025
DFCI,3017732,Neutrophils [#/volume] in Blood,26499-4,LOINC,Measurement,S,8961,thousand per cubic millimeter,10*3/mm3,UCUM,Unit,S,18100,3596725,0.5032,3603,209316,1.7213,9/22/2025
DFCI,3018010,Neutrophils/100 leukocytes in Blood,26511-6,LOINC,Measurement,S,0,(NULL/0),,,,,23,46354,0.0496,21,9456,0.2221,9/22/2025
DFCI,3018010,Neutrophils/100 leukocytes in Blood,26511-6,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,46331,46354,99.9504,9435,9456,99.7779,9/22/2025
DFCI,3018311,Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma,3097-3,LOINC,Measurement,S,0,(NULL/0),,,,,15052,27377,54.9805,2789,6681,41.7452,9/22/2025
JH,3018311,Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma,3097-3,LOINC,Measurement,S,0,(NULL/0),,,,,2930217,2930222,99.9998,147337,147337,100,9/19/2025
DFCI,3018311,Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma,3097-3,LOINC,Measurement,S,8523,ratio,{ratio},UCUM,Unit,S,5674,27377,20.7254,2042,6681,30.5643,9/22/2025
DFCI,3018311,Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma,3097-3,LOINC,Measurement,S,8596,calculated,{calc},UCUM,Unit,S,6651,27377,24.2941,1941,6681,29.0525,9/22/2025
JH,3018311,Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma,3097-3,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,5,2930222,0.0002,4,147337,0.0027,9/19/2025
JH,3018572,Chloride [Moles/volume] in Blood,2069-3,LOINC,Measurement,S,0,(NULL/0),,,,,5,6264,0.0798,4,3923,0.102,9/19/2025
FH,3018572,Chloride [Moles/volume] in Blood,2069-3,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,2,3555,0.0563,2,3135,0.0638,9/19/2025
DFCI,3018572,Chloride [Moles/volume] in Blood,2069-3,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,12,27,44.4444,11,25,44,9/22/2025
JH,3018572,Chloride [Moles/volume] in Blood,2069-3,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,6206,6264,99.0741,3886,3923,99.0568,9/19/2025
FH,3018572,Chloride [Moles/volume] in Blood,2069-3,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,43,3555,1.2096,27,3135,0.8612,9/19/2025
DFCI,3018572,Chloride [Moles/volume] in Blood,2069-3,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,15,27,55.5556,14,25,56,9/22/2025
JH,3018572,Chloride [Moles/volume] in Blood,2069-3,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,53,6264,0.8461,37,3923,0.9432,9/19/2025
FH,3018572,Chloride [Moles/volume] in Blood,2069-3,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,3510,3555,98.7342,3107,3135,99.1069,9/19/2025
MSKCC,3018572,Chloride [Moles/volume] in Blood,2069-3,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,65743,65743,100,14360,14360,100,9/22/2025
DFCI,3018677,aPTT in Platelet poor plasma by Coagulation assay,14979-9,LOINC,Measurement,S,0,(NULL/0),,,,,82,9262,0.8853,61,1804,3.3814,9/22/2025
JH,3018677,aPTT in Platelet poor plasma by Coagulation assay,14979-9,LOINC,Measurement,S,0,(NULL/0),,,,,620,3568,17.3767,556,3073,18.0931,9/19/2025
FH,3018677,aPTT in Platelet poor plasma by Coagulation assay,14979-9,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,4,268123,0.0015,2,54748,0.0037,9/19/2025
MSKCC,3018677,aPTT in Platelet poor plasma by Coagulation assay,14979-9,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,88702,1069269,8.2956,22107,198383,11.1436,9/22/2025
DFCI,3018677,aPTT in Platelet poor plasma by Coagulation assay,14979-9,LOINC,Measurement,S,8555,second,s,UCUM,Unit,S,4590,9262,49.5573,1751,1804,97.0621,9/22/2025
JH,3018677,aPTT in Platelet poor plasma by Coagulation assay,14979-9,LOINC,Measurement,S,8555,second,s,UCUM,Unit,S,2948,3568,82.6233,2547,3073,82.8832,9/19/2025
FH,3018677,aPTT in Platelet poor plasma by Coagulation assay,14979-9,LOINC,Measurement,S,8555,second,s,UCUM,Unit,S,268119,268123,99.9985,54746,54748,99.9963,9/19/2025
MSKCC,3018677,aPTT in Platelet poor plasma by Coagulation assay,14979-9,LOINC,Measurement,S,8555,second,s,UCUM,Unit,S,980567,1069269,91.7044,185531,198383,93.5216,9/22/2025
DFCI,3018677,aPTT in Platelet poor plasma by Coagulation assay,14979-9,LOINC,Measurement,S,9639,siemens,S,UCUM,Unit,S,4590,9262,49.5573,1751,1804,97.0621,9/22/2025
DFCI,3019069,Monocytes/100 leukocytes in Blood,26485-3,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,3419867,3419867,100,207457,207457,100,9/22/2025
DFCI,3019170,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L,11580-8,LOINC,Measurement,S,0,(NULL/0),,,,,6,47,12.766,6,28,21.4286,9/22/2025
FH,3019170,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L,11580-8,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,334567,334567,100,85928,85928,100,9/19/2025
DFCI,3019170,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L,11580-8,LOINC,Measurement,S,9093,micro-international unit per milliliter,10*-6.[iU]/mL,UCUM,Unit,S,41,47,87.234,22,28,78.5714,9/22/2025
JH,3019171,Body height Stated,3138-5,LOINC,Measurement,S,9306,foot (international),[ft_i],UCUM,Unit,S,18,36,50,16,16,100,9/19/2025
JH,3019171,Body height Stated,3138-5,LOINC,Measurement,S,9330,inch (US),[in_us],UCUM,Unit,S,18,36,50,16,16,100,9/19/2025
DFCI,3019198,Lymphocytes [#/volume] in Blood,26474-7,LOINC,Measurement,S,0,(NULL/0),,,,,2,3449495,0.0001,2,209541,0.001,9/22/2025
DFCI,3019198,Lymphocytes [#/volume] in Blood,26474-7,LOINC,Measurement,S,8784,cells per microliter,{cells}/uL,UCUM,Unit,S,8,3449495,0.0002,8,209541,0.0038,9/22/2025
DFCI,3019198,Lymphocytes [#/volume] in Blood,26474-7,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,3441997,3449495,99.7826,209242,209541,99.8573,9/22/2025
MSKCC,3019198,Lymphocytes [#/volume] in Blood,26474-7,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,435947,435947,100,62618,62618,100,9/22/2025
DFCI,3019198,Lymphocytes [#/volume] in Blood,26474-7,LOINC,Measurement,S,8961,thousand per cubic millimeter,10*3/mm3,UCUM,Unit,S,7488,3449495,0.2171,2557,209541,1.2203,9/22/2025
DFCI,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,0,(NULL/0),,,,,11680,4926394,0.2371,4025,234931,1.7133,9/22/2025
JH,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,0,(NULL/0),,,,,586,2943073,0.0199,462,147216,0.3138,9/19/2025
FH,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,1929,2323382,0.083,823,139457,0.5901,9/19/2025
MSKCC,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,3,8921494,0,3,440049,0.0007,9/22/2025
DFCI,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,4775577,4926394,96.9386,229946,234931,97.8781,9/22/2025
JH,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,2757264,2943073,93.6866,138196,147216,93.8729,9/19/2025
FH,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,1128,2323382,0.0485,532,139457,0.3815,9/19/2025
MSKCC,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,7,8921494,0.0001,5,440049,0.0011,9/22/2025
DFCI,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,1,4926394,0,1,234931,0.0004,9/22/2025
FH,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,3,2323382,0.0001,3,139457,0.0022,9/19/2025
DFCI,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,9551,milliequivalent,10*-3.eq,UCUM,Unit,S,1,4926394,0,1,234931,0.0004,9/22/2025
DFCI,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,139135,4926394,2.8243,18411,234931,7.8368,9/22/2025
JH,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,185223,2943073,6.2935,26480,147216,17.9872,9/19/2025
FH,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,2320322,2323382,99.8683,139409,139457,99.9656,9/19/2025
MSKCC,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,8921484,8921494,99.9999,440049,440049,100,9/22/2025
DFCI,3019762,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.05 mIU/L,11579-0,LOINC,Measurement,S,0,(NULL/0),,,,,3,5074,0.0591,3,3831,0.0783,9/22/2025
DFCI,3019762,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.05 mIU/L,11579-0,LOINC,Measurement,S,9040,milli-international unit per liter,10*-3.[iU]/L,UCUM,Unit,S,270,5074,5.3212,202,3831,5.2728,9/22/2025
DFCI,3019762,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.05 mIU/L,11579-0,LOINC,Measurement,S,9093,micro-international unit per milliliter,10*-6.[iU]/mL,UCUM,Unit,S,4801,5074,94.6196,3635,3831,94.8838,9/22/2025
JH,3019762,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.05 mIU/L,11579-0,LOINC,Measurement,S,9093,micro-international unit per milliliter,10*-6.[iU]/mL,UCUM,Unit,S,22744,22744,100,10589,10589,100,9/19/2025
DFCI,3019897,Erythrocyte distribution width [Ratio] by Automated count,788-0,LOINC,Measurement,S,0,(NULL/0),,,,,775,4821606,0.0161,440,239210,0.1839,9/22/2025
JH,3019897,Erythrocyte distribution width [Ratio] by Automated count,788-0,LOINC,Measurement,S,0,(NULL/0),,,,,4627,2800798,0.1652,1605,147221,1.0902,9/19/2025
FH,3019897,Erythrocyte distribution width [Ratio] by Automated count,788-0,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,2405,2139395,0.1124,979,138187,0.7085,9/19/2025
DFCI,3019897,Erythrocyte distribution width [Ratio] by Automated count,788-0,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,4820818,4821606,99.9837,239166,239210,99.9816,9/22/2025
JH,3019897,Erythrocyte distribution width [Ratio] by Automated count,788-0,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,2796171,2800798,99.8348,147215,147221,99.9959,9/19/2025
FH,3019897,Erythrocyte distribution width [Ratio] by Automated count,788-0,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,2136988,2139395,99.8875,138130,138187,99.9588,9/19/2025
MSKCC,3019897,Erythrocyte distribution width [Ratio] by Automated count,788-0,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,4386162,4386162,100,201550,201550,100,9/22/2025
DFCI,3019897,Erythrocyte distribution width [Ratio] by Automated count,788-0,LOINC,Measurement,S,8583,femtoliter,fL,UCUM,Unit,S,12,4821606,0.0002,10,239210,0.0042,9/22/2025
FH,3019897,Erythrocyte distribution width [Ratio] by Automated count,788-0,LOINC,Measurement,S,8713,gram per deciliter,g/dL,UCUM,Unit,S,2,2139395,0.0001,2,138187,0.0014,9/19/2025
DFCI,3019897,Erythrocyte distribution width [Ratio] by Automated count,788-0,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,1,4821606,0,1,239210,0.0004,9/22/2025
DFCI,3019909,Hematocrit [Volume Fraction] of Blood by Centrifugation,4545-0,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,210,210,100,50,50,100,9/22/2025
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,0,(NULL/0),,,,,4604,4941865,0.0932,1190,241312,0.4931,9/22/2025
JH,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,0,(NULL/0),,,,,1349,2805939,0.0481,1036,147251,0.7036,9/19/2025
FH,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,2140089,2140094,99.9998,138211,138211,100,9/19/2025
MSKCC,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,49,4394874,0.0011,42,201616,0.0208,9/22/2025
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8549,million,10*6,UCUM,Unit,S,620,4941865,0.0125,242,241312,0.1003,9/22/2025
FH,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8645,unit per liter,[U]/L,UCUM,Unit,S,1,2140094,0,1,138211,0.0007,9/19/2025
FH,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8713,gram per deciliter,g/dL,UCUM,Unit,S,1,2140094,0,1,138211,0.0007,9/19/2025
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8734,trillion per liter,10*12/L,UCUM,Unit,S,36,4941865,0.0007,26,241312,0.0108,9/22/2025
JH,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8734,trillion per liter,10*12/L,UCUM,Unit,S,1,2805939,0,1,147251,0.0007,9/19/2025
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8785,per cubic millimeter,/mm3,UCUM,Unit,S,1,4941865,0,1,241312,0.0004,9/22/2025
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8815,million per microliter,10*6/uL,UCUM,Unit,S,4891877,4941865,98.9885,240092,241312,99.4944,9/22/2025
JH,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8815,million per microliter,10*6/uL,UCUM,Unit,S,2804589,2805939,99.9519,147239,147251,99.9919,9/19/2025
MSKCC,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8815,million per microliter,10*6/uL,UCUM,Unit,S,4394825,4394874,99.9989,201615,201616,99.9995,9/22/2025
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8816,million per milliliter,10*6/mL,UCUM,Unit,S,4,4941865,0.0001,4,241312,0.0017,9/22/2025
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,7,4941865,0.0001,7,241312,0.0029,9/22/2025
FH,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,3,2140094,0.0001,3,138211,0.0022,9/19/2025
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8931,million per cubic millimeter,10*6/mm3,UCUM,Unit,S,44705,4941865,0.9046,6071,241312,2.5158,9/22/2025
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,9433,number ten,10*,UCUM,Unit,S,7,4941865,0.0001,5,241312,0.0021,9/22/2025
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,9442,million per liter,10*6/L,UCUM,Unit,S,4,4941865,0.0001,4,241312,0.0017,9/22/2025
DFCI,3020460,C reactive protein [Mass/volume] in Serum or Plasma,1988-5,LOINC,Measurement,S,0,(NULL/0),,,,,156,12762,1.2224,75,7247,1.0349,9/22/2025
JH,3020460,C reactive protein [Mass/volume] in Serum or Plasma,1988-5,LOINC,Measurement,S,0,(NULL/0),,,,,57,89333,0.0638,54,29235,0.1847,9/19/2025
DFCI,3020460,C reactive protein [Mass/volume] in Serum or Plasma,1988-5,LOINC,Measurement,S,8751,milligram per liter,mg/L,UCUM,Unit,S,10095,12762,79.102,5718,7247,78.9016,9/22/2025
JH,3020460,C reactive protein [Mass/volume] in Serum or Plasma,1988-5,LOINC,Measurement,S,8751,milligram per liter,mg/L,UCUM,Unit,S,5849,89333,6.5474,3554,29235,12.1567,9/19/2025
DFCI,3020460,C reactive protein [Mass/volume] in Serum or Plasma,1988-5,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,2511,12762,19.6756,1582,7247,21.8297,9/22/2025
JH,3020460,C reactive protein [Mass/volume] in Serum or Plasma,1988-5,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,83427,89333,93.3888,26849,29235,91.8385,9/19/2025
MSKCC,3020460,C reactive protein [Mass/volume] in Serum or Plasma,1988-5,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,93509,93509,100,23261,23261,100,9/22/2025
DFCI,3020509,Albumin/Globulin [Mass Ratio] in Serum or Plasma,1759-0,LOINC,Measurement,S,0,(NULL/0),,,,,14645,50697,28.8873,2663,11276,23.6165,9/22/2025
JH,3020509,Albumin/Globulin [Mass Ratio] in Serum or Plasma,1759-0,LOINC,Measurement,S,0,(NULL/0),,,,,74295,74295,100,26536,26536,100,9/19/2025
FH,3020509,Albumin/Globulin [Mass Ratio] in Serum or Plasma,1759-0,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,129777,129800,99.9823,16029,16038,99.9439,9/19/2025
MSKCC,3020509,Albumin/Globulin [Mass Ratio] in Serum or Plasma,1759-0,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,2830,2830,100,1104,1104,100,9/22/2025
DFCI,3020509,Albumin/Globulin [Mass Ratio] in Serum or Plasma,1759-0,LOINC,Measurement,S,8523,ratio,{ratio},UCUM,Unit,S,31413,50697,61.9622,7046,11276,62.4867,9/22/2025
DFCI,3020509,Albumin/Globulin [Mass Ratio] in Serum or Plasma,1759-0,LOINC,Measurement,S,8596,calculated,{calc},UCUM,Unit,S,4639,50697,9.1504,1603,11276,14.216,9/22/2025
FH,3020509,Albumin/Globulin [Mass Ratio] in Serum or Plasma,1759-0,LOINC,Measurement,S,8713,gram per deciliter,g/dL,UCUM,Unit,S,10,129800,0.0077,9,16038,0.0561,9/19/2025
FH,3020509,Albumin/Globulin [Mass Ratio] in Serum or Plasma,1759-0,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,1,129800,0.0008,1,16038,0.0062,9/19/2025
FH,3020509,Albumin/Globulin [Mass Ratio] in Serum or Plasma,1759-0,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,12,129800,0.0092,9,16038,0.0561,9/19/2025
DFCI,3020630,Protein [Mass/volume] in Serum or Plasma,2885-2,LOINC,Measurement,S,0,(NULL/0),,,,,3332,3759780,0.0886,1049,220744,0.4752,9/22/2025
JH,3020630,Protein [Mass/volume] in Serum or Plasma,2885-2,LOINC,Measurement,S,0,(NULL/0),,,,,2744,2271265,0.1208,2070,138163,1.4982,9/19/2025
FH,3020630,Protein [Mass/volume] in Serum or Plasma,2885-2,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,2598,1579506,0.1645,1136,126987,0.8946,9/19/2025
MSKCC,3020630,Protein [Mass/volume] in Serum or Plasma,2885-2,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,3120602,6589548,47.3568,265858,415706,63.9534,9/22/2025
DFCI,3020630,Protein [Mass/volume] in Serum or Plasma,2885-2,LOINC,Measurement,S,8636,gram per liter,g/L,UCUM,Unit,S,1,3759780,0,1,220744,0.0005,9/22/2025
DFCI,3020630,Protein [Mass/volume] in Serum or Plasma,2885-2,LOINC,Measurement,S,8713,gram per deciliter,g/dL,UCUM,Unit,S,3756442,3759780,99.9112,220627,220744,99.947,9/22/2025
JH,3020630,Protein [Mass/volume] in Serum or Plasma,2885-2,LOINC,Measurement,S,8713,gram per deciliter,g/dL,UCUM,Unit,S,2268521,2271265,99.8792,138048,138163,99.9168,9/19/2025
FH,3020630,Protein [Mass/volume] in Serum or Plasma,2885-2,LOINC,Measurement,S,8713,gram per deciliter,g/dL,UCUM,Unit,S,1576898,1579506,99.8349,126890,126987,99.9236,9/19/2025
MSKCC,3020630,Protein [Mass/volume] in Serum or Plasma,2885-2,LOINC,Measurement,S,8713,gram per deciliter,g/dL,UCUM,Unit,S,3468946,6589548,52.6432,200861,415706,48.318,9/22/2025
FH,3020630,Protein [Mass/volume] in Serum or Plasma,2885-2,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,1,1579506,0.0001,1,126987,0.0008,9/19/2025
DFCI,3020630,Protein [Mass/volume] in Serum or Plasma,2885-2,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,5,3759780,0.0001,5,220744,0.0023,9/22/2025
FH,3020630,Protein [Mass/volume] in Serum or Plasma,2885-2,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,8,1579506,0.0005,8,126987,0.0063,9/19/2025
FH,3020630,Protein [Mass/volume] in Serum or Plasma,2885-2,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,1,1579506,0.0001,1,126987,0.0008,9/19/2025
FH,3020891,Body temperature,8310-5,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,12299,20175538,0.061,982,183796,0.5343,9/19/2025
DFCI,3020891,Body temperature,8310-5,LOINC,Measurement,S,8517,Farad,F,UCUM,Unit,S,33,17181370,0.0002,32,313675,0.0102,9/22/2025
DFCI,3020891,Body temperature,8310-5,LOINC,Measurement,S,9289,degree Fahrenheit,[degF],UCUM,Unit,S,17176524,17181370,99.9718,313632,313675,99.9863,9/22/2025
JH,3020891,Body temperature,8310-5,LOINC,Measurement,S,9289,degree Fahrenheit,[degF],UCUM,Unit,S,10257421,10257421,100,135644,135644,100,9/19/2025
DFCI,3020891,Body temperature,8310-5,LOINC,Measurement,S,9484,degree,deg,UCUM,Unit,S,293,17181370,0.0017,109,313675,0.0347,9/22/2025
DFCI,3020891,Body temperature,8310-5,LOINC,Measurement,S,586323,degree Celsius,Cel,UCUM,Unit,S,4520,17181370,0.0263,1033,313675,0.3293,9/22/2025
FH,3020891,Body temperature,8310-5,LOINC,Measurement,S,586323,degree Celsius,Cel,UCUM,Unit,S,20163239,20175538,99.939,183796,183796,100,9/19/2025
MSKCC,3020891,Body temperature,8310-5,LOINC,Measurement,S,586323,degree Celsius,Cel,UCUM,Unit,S,21621154,21621154,100,407984,407984,100,9/22/2025
DFCI,3021886,Globulin [Mass/volume] in Serum,2336-6,LOINC,Measurement,S,0,(NULL/0),,,,,85,3267815,0.0026,58,202300,0.0287,9/22/2025
DFCI,3021886,Globulin [Mass/volume] in Serum,2336-6,LOINC,Measurement,S,8596,calculated,{calc},UCUM,Unit,S,1160,3267815,0.0355,244,202300,0.1206,9/22/2025
DFCI,3021886,Globulin [Mass/volume] in Serum,2336-6,LOINC,Measurement,S,8713,gram per deciliter,g/dL,UCUM,Unit,S,3261936,3267815,99.8201,201961,202300,99.8324,9/22/2025
JH,3021886,Globulin [Mass/volume] in Serum,2336-6,LOINC,Measurement,S,8713,gram per deciliter,g/dL,UCUM,Unit,S,7,7,100,6,6,100,9/19/2025
DFCI,3021886,Globulin [Mass/volume] in Serum,2336-6,LOINC,Measurement,S,8950,gram per deciliter calculated,g/dL{calc},UCUM,Unit,S,4634,3267815,0.1418,1598,202300,0.7899,9/22/2025
