SITE_ID,MEASUREMENT_CONCEPT_ID,MEASUREMENT_CONCEPT_NAME,MEASUREMENT_CONCEPT_CODE,MEASUREMENT_VOCABULARY_ID,MEASUREMENT_DOMAIN_ID,MEASUREMENT_STANDARD_CONCEPT,UNIT_CONCEPT_ID,UNIT_CONCEPT_NAME,UNIT_CONCEPT_CODE,UNIT_VOCABULARY_ID,UNIT_DOMAIN_ID,UNIT_STANDARD_CONCEPT,RECORD_COUNT,MEASUREMENT_RECORD_TOTAL,PCT_RECORD_WITHIN_MEASUREMENT,PERSON_COUNT,MEASUREMENT_PERSON_TOTAL,PCT_PERSON_WITHIN_MEASUREMENT,Date Unit Query Run
DFCI,3019198,Lymphocytes [#/volume] in Blood,26474-7,LOINC,Measurement,S,8961,thousand per cubic millimeter,10*3/mm3,UCUM,Unit,S,6284,3605360,0.1743,2277,202546,1.1242,12/19/2025
DFCI,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,0,(NULL/0),,,,,28185,5085858,0.5542,14676,224854,6.5269,12/19/2025
JHU,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,634,3072098,0.0206,507,152685,0.3321,12/16/2025
DFCI,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,4940666,5085858,97.1452,220854,224854,98.2211,12/19/2025
JHU,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,2884693,3072098,93.8998,143701,152685,94.116,12/16/2025
MSK,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,156,4874880,0.003199999919,114,231796,0.04919999838,2/12/2026
DFCI,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,2,5085858,0,2,224854,0.0009,12/19/2025
DFCI,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,9551,milliequivalent,10*-3.eq,UCUM,Unit,S,1,5085858,0,1,224854,0.0004,12/19/2025
DFCI,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,117004,5085858,2.3006,16160,224854,7.1869,12/19/2025
JHU,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,186771,3072098,6.0796,26932,152685,17.6389,12/16/2025
MSK,3019550,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,4874724,4874880,99.99680328,231792,231796,99.99829865,2/12/2026
DFCI,3019633,Sjogrens syndrome-A extractable nuclear Ab [Presence] in Serum by Immunoassay,5351-2,LOINC,Measurement,S,0,(NULL/0),,,,,82,3441,2.383,79,3019,2.6168,12/19/2025
JHU,3019633,Sjogrens syndrome-A extractable nuclear Ab [Presence] in Serum by Immunoassay,5351-2,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,107,107,100,105,105,100,12/16/2025
DFCI,3019633,Sjogrens syndrome-A extractable nuclear Ab [Presence] in Serum by Immunoassay,5351-2,LOINC,Measurement,S,8590,O.D. unit,[OD'U],UCUM,Unit,S,2085,3441,60.5929,1830,3019,60.6161,12/19/2025
DFCI,3019633,Sjogrens syndrome-A extractable nuclear Ab [Presence] in Serum by Immunoassay,5351-2,LOINC,Measurement,S,8695,Ehrlich unit per milliliter,[EU]/mL,UCUM,Unit,S,1274,3441,37.0241,1150,3019,38.0921,12/19/2025
DFCI,3019762,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.05 mIU/L,11579-0,LOINC,Measurement,S,0,(NULL/0),,,,,31,4510,0.6874,20,3464,0.5774,12/19/2025
DFCI,3019762,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.05 mIU/L,11579-0,LOINC,Measurement,S,9040,milli-international unit per liter,10*-3.[iU]/L,UCUM,Unit,S,233,4510,5.1663,178,3464,5.1386,12/19/2025
DFCI,3019762,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.05 mIU/L,11579-0,LOINC,Measurement,S,9093,micro-international unit per milliliter,10*-6.[iU]/mL,UCUM,Unit,S,4246,4510,94.1463,3283,3464,94.7748,12/19/2025
JHU,3019762,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.05 mIU/L,11579-0,LOINC,Measurement,S,9093,micro-international unit per milliliter,10*-6.[iU]/mL,UCUM,Unit,S,24351,24351,100,11256,11256,100,12/16/2025
DFCI,3019897,Erythrocyte distribution width [Ratio] by Automated count,788-0,LOINC,Measurement,S,0,(NULL/0),,,,,25551,4989211,0.5121,15115,228955,6.6017,12/19/2025
JHU,3019897,Erythrocyte [DistWidth] in Red Blood Cells by Automated count,788-0,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,5133,2921581,0.1757,1756,152694,1.15,12/16/2025
DFCI,3019897,Erythrocyte distribution width [Ratio] by Automated count,788-0,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,4963643,4989211,99.4875,228818,228955,99.9402,12/19/2025
JHU,3019897,Erythrocyte [DistWidth] in Red Blood Cells by Automated count,788-0,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,2916425,2921581,99.8235,152687,152694,99.9954,12/16/2025
MSK,3019897,Erythrocyte distribution width [Ratio] by Automated count,788-0,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,4520109,4520109,100,204561,204561,100,2/12/2026
DFCI,3019897,Erythrocyte distribution width [Ratio] by Automated count,788-0,LOINC,Measurement,S,8583,femtoliter,fL,UCUM,Unit,S,16,4989211,0.0003,14,228955,0.0061,12/19/2025
JHU,3019897,Erythrocyte [DistWidth] in Red Blood Cells by Automated count,788-0,LOINC,Measurement,S,8583,femtoliter,fL,UCUM,Unit,S,23,2921581,0.0008,23,152694,0.0151,12/16/2025
DFCI,3019897,Erythrocyte distribution width [Ratio] by Automated count,788-0,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,1,4989211,0,1,228955,0.0004,12/19/2025
DFCI,3019909,Hematocrit [Volume Fraction] of Blood by Centrifugation,4545-0,LOINC,Measurement,S,0,(NULL/0),,,,,8,219,3.653,6,54,11.1111,12/19/2025
DFCI,3019909,Hematocrit [Volume Fraction] of Blood by Centrifugation,4545-0,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,211,219,96.347,53,54,98.1481,12/19/2025
DFCI,3019942,Ribonucleoprotein extractable nuclear Ab [Presence] in Serum by Immunoassay,5301-7,LOINC,Measurement,S,0,(NULL/0),,,,,4772,6158,77.4927,3915,4865,80.4728,12/19/2025
DFCI,3019942,Ribonucleoprotein extractable nuclear Ab [Presence] in Serum by Immunoassay,5301-7,LOINC,Measurement,S,8695,Ehrlich unit per milliliter,[EU]/mL,UCUM,Unit,S,901,6158,14.6314,811,4865,16.6701,12/19/2025
DFCI,3019942,Ribonucleoprotein extractable nuclear Ab [Presence] in Serum by Immunoassay,5301-7,LOINC,Measurement,S,45744813,clinical unit,{CU},UCUM,Unit,S,485,6158,7.8759,358,4865,7.3587,12/19/2025
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,0,(NULL/0),,,,,23346,5104460,0.4574,14007,230789,6.0692,12/19/2025
JHU,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,1453,2926710,0.0496,1125,152726,0.7366,12/16/2025
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8549,million,10*6,UCUM,Unit,S,531,5104460,0.0104,216,230789,0.0936,12/19/2025
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,1,5104460,0,1,230789,0.0004,12/19/2025
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8734,trillion per liter,10*12/L,UCUM,Unit,S,59,5104460,0.0012,37,230789,0.016,12/19/2025
JHU,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8734,trillion per liter,10*12/L,UCUM,Unit,S,1,2926710,0,1,152726,0.0007,12/16/2025
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8784,cells per microliter,{cells}/uL,UCUM,Unit,S,1,5104460,0,1,230789,0.0004,12/19/2025
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8785,per cubic millimeter,/mm3,UCUM,Unit,S,1,5104460,0,1,230789,0.0004,12/19/2025
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8815,million per microliter,10*6/uL,UCUM,Unit,S,5047415,5104460,98.8824,229879,230789,99.6057,12/19/2025
JHU,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8815,million per microliter,10*6/uL,UCUM,Unit,S,2925256,2926710,99.9503,152712,152726,99.9908,12/16/2025
MSK,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8815,million per microliter,10*6/uL,UCUM,Unit,S,5259640,5259640,100,230548,230548,100,2/12/2026
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8816,million per milliliter,10*6/mL,UCUM,Unit,S,4,5104460,0.0001,4,230789,0.0017,12/19/2025
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,11,5104460,0.0002,11,230789,0.0048,12/19/2025
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,8931,million per cubic millimeter,10*6/mm3,UCUM,Unit,S,33079,5104460,0.648,4878,230789,2.1136,12/19/2025
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,9433,number ten,10*,UCUM,Unit,S,7,5104460,0.0001,5,230789,0.0022,12/19/2025
DFCI,3020416,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC,Measurement,S,9442,million per liter,10*6/L,UCUM,Unit,S,5,5104460,0.0001,5,230789,0.0022,12/19/2025
DFCI,3020460,C reactive protein [Mass/volume] in Serum or Plasma,1988-5,LOINC,Measurement,S,0,(NULL/0),,,,,3319,11821,28.0772,2214,6674,33.1735,12/19/2025
JHU,3020460,C reactive protein [Mass/volume] in Serum or Plasma,1988-5,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,57,93690,0.0608,54,30523,0.1769,12/16/2025
DFCI,3020460,C reactive protein [Mass/volume] in Serum or Plasma,1988-5,LOINC,Measurement,S,8751,milligram per liter,mg/L,UCUM,Unit,S,6535,11821,55.283,3740,6674,56.0384,12/19/2025
JHU,3020460,C reactive protein [Mass/volume] in Serum or Plasma,1988-5,LOINC,Measurement,S,8751,milligram per liter,mg/L,UCUM,Unit,S,6180,93690,6.5962,3749,30523,12.2825,12/16/2025
DFCI,3020460,C reactive protein [Mass/volume] in Serum or Plasma,1988-5,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,1967,11821,16.6399,1230,6674,18.4297,12/19/2025
JHU,3020460,C reactive protein [Mass/volume] in Serum or Plasma,1988-5,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,87453,93690,93.3429,28021,30523,91.8029,12/16/2025
MSK,3020460,C reactive protein [Mass/volume] in Serum or Plasma,1988-5,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,113322,113322,100,28241,28241,100,2/12/2026
DFCI,3020509,Albumin/Globulin [Mass Ratio] in Serum or Plasma,1759-0,LOINC,Measurement,S,0,(NULL/0),,,,,12493,44254,28.2302,2283,9755,23.4034,12/19/2025
JHU,3020509,Albumin/Globulin [Mass Ratio] in Serum or Plasma,1759-0,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,76700,76700,100,27395,27395,100,12/16/2025
DFCI,3020509,Albumin/Globulin [Mass Ratio] in Serum or Plasma,1759-0,LOINC,Measurement,S,8523,ratio,{ratio},UCUM,Unit,S,27444,44254,62.0147,6045,9755,61.9682,12/19/2025
MSK,3020509,Albumin/Globulin [Mass Ratio] in Serum or Plasma,1759-0,LOINC,Measurement,S,8523,ratio,{ratio},UCUM,Unit,S,131,131,100,93,93,100,2/12/2026
DFCI,3020509,Albumin/Globulin [Mass Ratio] in Serum or Plasma,1759-0,LOINC,Measurement,S,8596,calculated,{calc},UCUM,Unit,S,4317,44254,9.7551,1464,9755,15.0077,12/19/2025
DFCI,3020630,Protein [Mass/volume] in Serum or Plasma,2885-2,LOINC,Measurement,S,0,(NULL/0),,,,,20889,3967309,0.5265,11438,211843,5.3993,12/19/2025
JHU,3020630,Protein [Mass/volume] in Serum or Plasma,2885-2,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,2847,2373243,0.12,2162,143375,1.5079,12/16/2025
DFCI,3020630,Protein [Mass/volume] in Serum or Plasma,2885-2,LOINC,Measurement,S,8636,gram per liter,g/L,UCUM,Unit,S,1,3967309,0,1,211843,0.0005,12/19/2025
DFCI,3020630,Protein [Mass/volume] in Serum or Plasma,2885-2,LOINC,Measurement,S,8713,gram per deciliter,g/dL,UCUM,Unit,S,3946414,3967309,99.4733,211649,211843,99.9084,12/19/2025
JHU,3020630,Protein [Mass/volume] in Serum or Plasma,2885-2,LOINC,Measurement,S,8713,gram per deciliter,g/dL,UCUM,Unit,S,2370396,2373243,99.88,143258,143375,99.9184,12/16/2025
MSK,3020630,Protein [Mass/volume] in Serum or Plasma,2885-2,LOINC,Measurement,S,8713,gram per deciliter,g/dL,UCUM,Unit,S,3561315,3561315,100,209819,209819,100,2/12/2026
DFCI,3020630,Protein [Mass/volume] in Serum or Plasma,2885-2,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,5,3967309,0.0001,5,211843,0.0024,12/19/2025
DFCI,3020891,Body temperature,8310-5,LOINC,Measurement,S,0,(NULL/0),,,,,94,16703973,0.0006,78,298237,0.0262,12/19/2025
DFCI,3020891,Body temperature,8310-5,LOINC,Measurement,S,8517,Farad,F,UCUM,Unit,S,27,16703973,0.0002,26,298237,0.0087,12/19/2025
DFCI,3020891,Body temperature,8310-5,LOINC,Measurement,S,9289,degree Fahrenheit,[degF],UCUM,Unit,S,16699565,16703973,99.9736,298215,298237,99.9926,12/19/2025
JHU,3020891,Body temperature,8310-5,LOINC,Measurement,S,9289,degree Fahrenheit,[degF],UCUM,Unit,S,10705447,10705447,100,140490,140490,100,12/16/2025
DFCI,3020891,Body temperature,8310-5,LOINC,Measurement,S,9484,degree,deg,UCUM,Unit,S,168,16703973,0.001,53,298237,0.0178,12/19/2025
DFCI,3020891,Body temperature,8310-5,LOINC,Measurement,S,586323,degree Celsius,Cel,UCUM,Unit,S,4119,16703973,0.0247,987,298237,0.3309,12/19/2025
MSK,3020891,Body temperature,8310-5,LOINC,Measurement,S,586323,degree Celsius,Cel,UCUM,Unit,S,15186743,15186743,100,303146,303146,100,2/12/2026
DFCI,3021391,Anion gap 3 in Serum or Plasma,10466-1,LOINC,Measurement,S,0,(NULL/0),,,,,56336,4944105,1.1395,22526,217577,10.3531,12/19/2025
DFCI,3021391,Anion gap 3 in Serum or Plasma,10466-1,LOINC,Measurement,S,8596,calculated,{calc},UCUM,Unit,S,1511,4944105,0.0306,261,217577,0.12,12/19/2025
DFCI,3021391,Anion gap 3 in Serum or Plasma,10466-1,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,4886258,4944105,98.83,216887,217577,99.6829,12/19/2025
MSK,3021391,Anion gap 3 in Serum or Plasma,10466-1,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,4864991,4864991,100,231768,231768,100,2/12/2026
DFCI,3021447,Carbon dioxide [Partial pressure] in Venous blood,2021-4,LOINC,Measurement,S,0,(NULL/0),,,,,1749,89222,1.9603,1457,21207,6.8704,12/19/2025
DFCI,3021447,Carbon dioxide [Partial pressure] in Venous blood,2021-4,LOINC,Measurement,S,8876,millimeter mercury column,mm[Hg],UCUM,Unit,S,87473,89222,98.0397,21082,21207,99.4106,12/19/2025
MSK,3021447,Carbon dioxide [Partial pressure] in Venous blood,2021-4,LOINC,Measurement,S,8876,millimeter mercury column,mm[Hg],UCUM,Unit,S,31444,31444,100,10259,10259,100,2/12/2026
DFCI,3021513,Carbon dioxide [Partial pressure] in Mixed venous blood,19212-0,LOINC,Measurement,S,0,(NULL/0),,,,,6,121,4.9587,6,54,11.1111,12/19/2025
JHU,3021513,Carbon dioxide [Partial pressure] in Mixed venous blood,19212-0,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,5957,5957,100,605,605,100,12/16/2025
DFCI,3021513,Carbon dioxide [Partial pressure] in Mixed venous blood,19212-0,LOINC,Measurement,S,8876,millimeter mercury column,mm[Hg],UCUM,Unit,S,115,121,95.0413,52,54,96.2963,12/19/2025
DFCI,3021614,Rheumatoid factor [Units/volume] in Serum or Plasma,11572-5,LOINC,Measurement,S,0,(NULL/0),,,,,18482,23182,79.7256,15439,18636,82.845,12/19/2025
JHU,3021614,Rheumatoid factor [Units/volume] in Serum or Plasma,11572-5,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,5,1045,0.4785,5,969,0.516,12/16/2025
DFCI,3021614,Rheumatoid factor [Units/volume] in Serum or Plasma,11572-5,LOINC,Measurement,S,8985,international unit per milliliter,[iU]/mL,UCUM,Unit,S,4700,23182,20.2744,3759,18636,20.1706,12/19/2025
JHU,3021614,Rheumatoid factor [Units/volume] in Serum or Plasma,11572-5,LOINC,Measurement,S,8985,international unit per milliliter,[iU]/mL,UCUM,Unit,S,1040,1045,99.5215,964,969,99.484,12/16/2025
DFCI,3021886,Globulin [Mass/volume] in Serum,2336-6,LOINC,Measurement,S,0,(NULL/0),,,,,15240,3479759,0.438,9192,195773,4.6952,12/19/2025
DFCI,3021886,Globulin [Mass/volume] in Serum,2336-6,LOINC,Measurement,S,8596,calculated,{calc},UCUM,Unit,S,1032,3479759,0.0297,229,195773,0.117,12/19/2025
DFCI,3021886,Globulin [Mass/volume] in Serum,2336-6,LOINC,Measurement,S,8713,gram per deciliter,g/dL,UCUM,Unit,S,3459175,3479759,99.4085,195439,195773,99.8294,12/19/2025
JHU,3021886,Globulin [Mass/volume] in Serum,2336-6,LOINC,Measurement,S,8713,gram per deciliter,g/dL,UCUM,Unit,S,8,8,100,7,7,100,12/16/2025
DFCI,3021886,Globulin [Mass/volume] in Serum,2336-6,LOINC,Measurement,S,8950,gram per deciliter calculated,g/dL{calc},UCUM,Unit,S,4312,3479759,0.1239,1459,195773,0.7453,12/19/2025
JHU,3021901,Oxygen saturation in Capillary blood,2709-4,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,10,10,100,8,8,100,12/16/2025
DFCI,3022096,Basophils/100 leukocytes in Blood,30180-4,LOINC,Measurement,S,0,(NULL/0),,,,,41,36290,0.113,26,8302,0.3132,12/19/2025
DFCI,3022096,Basophils/100 leukocytes in Blood,30180-4,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,36249,36290,99.887,8302,8302,100,12/19/2025
DFCI,3022217,INR in Platelet poor plasma by Coagulation assay,6301-6,LOINC,Measurement,S,0,(NULL/0),,,,,1100549,1101917,99.8759,115661,115824,99.8593,12/19/2025
JHU,3022217,INR in Platelet poor plasma by Coagulation assay,6301-6,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,586541,586541,100,93935,93935,100,12/16/2025
MSK,3022217,INR in Platelet poor plasma by Coagulation assay,6301-6,LOINC,Measurement,S,0,(NULL/0),NA,NA,NA,NA,7,719489,0.001000000047,6,124398,0.004800000228,2/12/2026
DFCI,3022217,INR in Platelet poor plasma by Coagulation assay,6301-6,LOINC,Measurement,S,8523,ratio,{ratio},UCUM,Unit,S,1366,1101917,0.124,584,115824,0.5042,12/19/2025
MSK,3022217,INR in Platelet poor plasma by Coagulation assay,6301-6,LOINC,Measurement,S,8523,ratio,{ratio},UCUM,Unit,S,719482,719489,99.99900055,124398,124398,100,2/12/2026
DFCI,3022217,INR in Platelet poor plasma by Coagulation assay,6301-6,LOINC,Measurement,S,8596,calculated,{calc},UCUM,Unit,S,1,1101917,0.0001,1,115824,0.0009,12/19/2025
DFCI,3022217,INR in Platelet poor plasma by Coagulation assay,6301-6,LOINC,Measurement,S,8985,international unit per milliliter,[iU]/mL,UCUM,Unit,S,1,1101917,0.0001,1,115824,0.0009,12/19/2025
DFCI,3022250,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,14804-9,LOINC,Measurement,S,0,(NULL/0),,,,,21685,921112,2.3542,9632,76467,12.5963,12/19/2025
DFCI,3022250,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,14804-9,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,3,921112,0.0003,3,76467,0.0039,12/19/2025
DFCI,3022250,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,14804-9,LOINC,Measurement,S,8645,unit per liter,[U]/L,UCUM,Unit,S,897292,921112,97.414,75720,76467,99.0231,12/19/2025
MSK,3022250,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,14804-9,LOINC,Measurement,S,8645,unit per liter,[U]/L,UCUM,Unit,S,1086933,1086933,100,75126,75126,100,2/12/2026
DFCI,3022250,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,14804-9,LOINC,Measurement,S,8923,international unit per liter,[iU]/L,UCUM,Unit,S,2132,921112,0.2315,469,76467,0.6133,12/19/2025
JHU,3022250,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,14804-9,LOINC,Measurement,S,8923,international unit per liter,[iU]/L,UCUM,Unit,S,2667,2667,100,1214,1214,100,12/16/2025
DFCI,3022407,Monocytes/100 leukocytes in Blood by Manual count,744-3,LOINC,Measurement,S,0,(NULL/0),,,,,25,296595,0.0084,25,44800,0.0558,12/19/2025
JHU,3022407,Monocytes/Leukocytes in Blood by Manual count,744-3,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,108,468495,0.0231,101,42095,0.2399,12/16/2025
MSK,3022407,Monocytes/100 leukocytes in Blood by Manual count,744-3,LOINC,Measurement,S,0,(NULL/0),NA,NA,NA,NA,1,459751,0.0001999999949,1,50008,0.002000000095,2/12/2026
DFCI,3022407,Monocytes/100 leukocytes in Blood by Manual count,744-3,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,296570,296595,99.9916,44798,44800,99.9955,12/19/2025
JHU,3022407,Monocytes/Leukocytes in Blood by Manual count,744-3,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,468387,468495,99.9769,42091,42095,99.9905,12/16/2025
MSK,3022407,Monocytes/100 leukocytes in Blood by Manual count,744-3,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,459750,459751,99.99980164,50008,50008,100,2/12/2026
JHU,3022893,Aspartate aminotransferase/Alanine aminotransferase [Enzymatic activity ratio] in Serum or Plasma,1916-6,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,2188710,2188733,99.9989,131364,131371,99.9947,12/16/2025
JHU,3022893,Aspartate aminotransferase/Alanine aminotransferase [Enzymatic activity ratio] in Serum or Plasma,1916-6,LOINC,Measurement,S,8645,unit per liter,[U]/L,UCUM,Unit,S,23,2188733,0.0011,23,131371,0.0175,12/16/2025
DFCI,3022914,Cancer Ag 19-9 [Units/volume] in Serum or Plasma,24108-3,LOINC,Measurement,S,0,(NULL/0),,,,,3449,77727,4.4373,949,11023,8.6093,12/19/2025
JHU,3022914,Cancer Ag 19-9 [Units/volume] in Serum or Plasma,24108-3,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,17018,38842,43.8134,5544,11332,48.9234,12/16/2025
MSK,3022914,Cancer Ag 19-9 [Units/volume] in Serum or Plasma,24108-3,LOINC,Measurement,S,0,(NULL/0),NA,NA,NA,NA,102902,102902,100,16268,16268,100,2/12/2026
DFCI,3022914,Cancer Ag 19-9 [Units/volume] in Serum or Plasma,24108-3,LOINC,Measurement,S,8763,unit per milliliter,[U]/mL,UCUM,Unit,S,74278,77727,95.5627,10585,11023,96.0265,12/19/2025
JHU,3022914,Cancer Ag 19-9 [Units/volume] in Serum or Plasma,24108-3,LOINC,Measurement,S,8763,unit per milliliter,[U]/mL,UCUM,Unit,S,21824,38842,56.1866,6830,11332,60.2718,12/16/2025
DFCI,3023103,Potassium [Moles/volume] in Serum or Plasma,2823-3,LOINC,Measurement,S,0,(NULL/0),,,,,45504,5162229,0.8815,23800,225098,10.5732,12/19/2025
JHU,3023103,Potassium [Moles/volume] in Serum or Plasma,2823-3,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,15959,1384869,1.1524,9204,101624,9.0569,12/16/2025
DFCI,3023103,Potassium [Moles/volume] in Serum or Plasma,2823-3,LOINC,Measurement,S,8736,nanomole per liter,nmol/L,UCUM,Unit,S,2,5162229,0,1,225098,0.0004,12/19/2025
DFCI,3023103,Potassium [Moles/volume] in Serum or Plasma,2823-3,LOINC,Measurement,S,8751,milligram per liter,mg/L,UCUM,Unit,S,1,5162229,0,1,225098,0.0004,12/19/2025
DFCI,3023103,Potassium [Moles/volume] in Serum or Plasma,2823-3,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,4998833,5162229,96.8348,221149,225098,98.2457,12/19/2025
JHU,3023103,Potassium [Moles/volume] in Serum or Plasma,2823-3,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,1368890,1384869,98.8462,101447,101624,99.8258,12/16/2025
MSK,3023103,Potassium [Moles/volume] in Serum or Plasma,2823-3,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,165,4743429,0.003500000108,123,230012,0.05350000039,2/12/2026
DFCI,3023103,Potassium [Moles/volume] in Serum or Plasma,2823-3,LOINC,Measurement,S,9551,milliequivalent,10*-3.eq,UCUM,Unit,S,1,5162229,0,1,225098,0.0004,12/19/2025
DFCI,3023103,Potassium [Moles/volume] in Serum or Plasma,2823-3,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,117888,5162229,2.2837,16167,225098,7.1822,12/19/2025
JHU,3023103,Potassium [Moles/volume] in Serum or Plasma,2823-3,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,20,1384869,0.0014,8,101624,0.0079,12/16/2025
MSK,3023103,Potassium [Moles/volume] in Serum or Plasma,2823-3,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,4743264,4743429,99.99649811,230008,230012,99.99829865,2/12/2026
DFCI,3023150,Myeloperoxidase Ab [Units/volume] in Serum,6969-0,LOINC,Measurement,S,0,(NULL/0),,,,,241,265,90.9434,215,235,91.4894,12/19/2025
DFCI,3023150,Myeloperoxidase Ab [Units/volume] in Serum,6969-0,LOINC,Measurement,S,8478,avidity index,{ai},UCUM,Unit,S,3,265,1.1321,3,235,1.2766,12/19/2025
